Size, Type, Time
100, "Sequential", 0.000010
100, "Parallel", 0.015712
100, "Built-in", 0.000024
1000, "Sequential", 0.000120
1000, "Parallel", 0.026089
1000, "Built-in", 0.000182
10000, "Sequential", 0.002214
10000, "Parallel", 0.019774
10000, "Built-in", 0.002282
100000, "Sequential", 0.020051
100000, "Parallel", 0.032959
100000, "Built-in", 0.017749
1000000, "Sequential", 0.242043
1000000, "Parallel", 0.284508
1000000, "Built-in", 0.216001
2500000, "Sequential", 0.618428
2500000, "Parallel", 0.591471
2500000, "Built-in", 0.586409
5000000, "Sequential", 1.247989
5000000, "Parallel", 1.269938
5000000, "Built-in", 1.220762
100, "Sequential", 0.000010
100, "Parallel", 0.010855
100, "Built-in", 0.000013
1000, "Sequential", 0.000122
1000, "Parallel", 0.031763
1000, "Built-in", 0.000627
10000, "Sequential", 0.001863
10000, "Parallel", 0.018891
10000, "Built-in", 0.001847
100000, "Sequential", 0.019366
100000, "Parallel", 0.034711
100000, "Built-in", 0.017584
1000000, "Sequential", 0.234162
1000000, "Parallel", 0.202813
1000000, "Built-in", 0.220311
2500000, "Sequential", 0.599021
2500000, "Parallel", 0.468441
2500000, "Built-in", 0.585561
5000000, "Sequential", 1.268594
5000000, "Parallel", 1.177879
5000000, "Built-in", 1.232116
100, "Sequential", 0.000010
100, "Parallel", 0.018169
100, "Built-in", 0.000048
1000, "Sequential", 0.000140
1000, "Parallel", 0.024008
1000, "Built-in", 0.001112
10000, "Sequential", 0.001549
10000, "Parallel", 0.023219
10000, "Built-in", 0.001378
100000, "Sequential", 0.020414
100000, "Parallel", 0.033245
100000, "Built-in", 0.018352
1000000, "Sequential", 0.235361
1000000, "Parallel", 0.185330
1000000, "Built-in", 0.217640
2500000, "Sequential", 0.598539
2500000, "Parallel", 0.719948
2500000, "Built-in", 0.588933
5000000, "Sequential", 1.242208
5000000, "Parallel", 1.053935
5000000, "Built-in", 1.223738
100, "Sequential", 0.000010
100, "Parallel", 0.008465
100, "Built-in", 0.000021
1000, "Sequential", 0.000120
1000, "Parallel", 0.028120
1000, "Built-in", 0.000212
10000, "Sequential", 0.002001
10000, "Parallel", 0.018796
10000, "Built-in", 0.001540
100000, "Sequential", 0.020661
100000, "Parallel", 0.036054
100000, "Built-in", 0.017573
1000000, "Sequential", 0.232396
1000000, "Parallel", 0.194154
1000000, "Built-in", 0.219468
2500000, "Sequential", 0.611883
2500000, "Parallel", 0.568231
2500000, "Built-in", 0.585681
5000000, "Sequential", 1.264576
5000000, "Parallel", 1.135084
5000000, "Built-in", 1.234202
100, "Sequential", 0.000010
100, "Parallel", 0.018815
100, "Built-in", 0.000016
1000, "Sequential", 0.000116
1000, "Parallel", 0.023246
1000, "Built-in", 0.000186
10000, "Sequential", 0.001381
10000, "Parallel", 0.023307
10000, "Built-in", 0.003158
100000, "Sequential", 0.019707
100000, "Parallel", 0.032134
100000, "Built-in", 0.017438
1000000, "Sequential", 0.236064
1000000, "Parallel", 0.255574
1000000, "Built-in", 0.225791
2500000, "Sequential", 0.604706
2500000, "Parallel", 0.480885
2500000, "Built-in", 0.588473
5000000, "Sequential", 1.268611
5000000, "Parallel", 1.500049
5000000, "Built-in", 1.219286
100, "Sequential", 0.000009
100, "Parallel", 0.020502
100, "Built-in", 0.000044
1000, "Sequential", 0.000119
1000, "Parallel", 0.026416
1000, "Built-in", 0.000188
10000, "Sequential", 0.001554
10000, "Parallel", 0.023915
10000, "Built-in", 0.001493
100000, "Sequential", 0.021007
100000, "Parallel", 0.029178
100000, "Built-in", 0.017643
1000000, "Sequential", 0.232364
1000000, "Parallel", 0.261185
1000000, "Built-in", 0.218475
2500000, "Sequential", 0.622436
2500000, "Parallel", 0.671411
2500000, "Built-in", 0.586127
5000000, "Sequential", 1.257850
5000000, "Parallel", 1.411479
5000000, "Built-in", 1.232995
100, "Sequential", 0.000010
100, "Parallel", 0.017206
100, "Built-in", 0.000015
1000, "Sequential", 0.000117
1000, "Parallel", 0.027911
1000, "Built-in", 0.000840
10000, "Sequential", 0.001524
10000, "Parallel", 0.024100
10000, "Built-in", 0.001998
100000, "Sequential", 0.020125
100000, "Parallel", 0.033428
100000, "Built-in", 0.017661
1000000, "Sequential", 0.238324
1000000, "Parallel", 0.224554
1000000, "Built-in", 0.217118
2500000, "Sequential", 0.615885
2500000, "Parallel", 0.427091
2500000, "Built-in", 0.582664
5000000, "Sequential", 1.246706
5000000, "Parallel", 1.318689
5000000, "Built-in", 1.224062
100, "Sequential", 0.000009
100, "Parallel", 0.020851
100, "Built-in", 0.000047
1000, "Sequential", 0.000118
1000, "Parallel", 0.026167
1000, "Built-in", 0.000207
10000, "Sequential", 0.001222
10000, "Parallel", 0.026570
10000, "Built-in", 0.001300
100000, "Sequential", 0.023270
100000, "Parallel", 0.027976
100000, "Built-in", 0.018305
1000000, "Sequential", 0.241203
1000000, "Parallel", 0.217488
1000000, "Built-in", 0.224488
2500000, "Sequential", 0.607657
2500000, "Parallel", 0.714608
2500000, "Built-in", 0.586650
5000000, "Sequential", 1.264486
5000000, "Parallel", 1.339984
5000000, "Built-in", 1.237896
100, "Sequential", 0.000009
100, "Parallel", 0.020907
100, "Built-in", 0.000047
1000, "Sequential", 0.000127
1000, "Parallel", 0.025604
1000, "Built-in", 0.000186
10000, "Sequential", 0.001559
10000, "Parallel", 0.022622
10000, "Built-in", 0.001860
100000, "Sequential", 0.021668
100000, "Parallel", 0.026622
100000, "Built-in", 0.018473
1000000, "Sequential", 0.229792
1000000, "Parallel", 0.245939
1000000, "Built-in", 0.217699
2500000, "Sequential", 0.609403
2500000, "Parallel", 0.646465
2500000, "Built-in", 0.582692
5000000, "Sequential", 1.252857
5000000, "Parallel", 1.098401
5000000, "Built-in", 1.223200
100, "Sequential", 0.000009
100, "Parallel", 0.020589
100, "Built-in", 0.000017
1000, "Sequential", 0.000230
1000, "Parallel", 0.028196
1000, "Built-in", 0.000186
10000, "Sequential", 0.001535
10000, "Parallel", 0.017416
10000, "Built-in", 0.003089
100000, "Sequential", 0.027097
100000, "Parallel", 0.027551
100000, "Built-in", 0.018475
1000000, "Sequential", 0.239385
1000000, "Parallel", 0.225646
1000000, "Built-in", 0.218180
2500000, "Sequential", 0.611387
2500000, "Parallel", 0.481776
2500000, "Built-in", 0.588253
5000000, "Sequential", 1.280804
5000000, "Parallel", 1.360784
5000000, "Built-in", 1.230454
100, "Sequential", 0.000011
100, "Parallel", 0.031041
100, "Built-in", 0.000015
1000, "Sequential", 0.000124
1000, "Parallel", 0.023816
1000, "Built-in", 0.000171
10000, "Sequential", 0.001533
10000, "Parallel", 0.022359
10000, "Built-in", 0.001468
100000, "Sequential", 0.021669
100000, "Parallel", 0.023673
100000, "Built-in", 0.017784
1000000, "Sequential", 0.229247
1000000, "Parallel", 0.261620
1000000, "Built-in", 0.218246
2500000, "Sequential", 0.605948
2500000, "Parallel", 0.680620
2500000, "Built-in", 0.588589
5000000, "Sequential", 1.256026
5000000, "Parallel", 1.358210
5000000, "Built-in", 1.222184
100, "Sequential", 0.000010
100, "Parallel", 0.010876
100, "Built-in", 0.000013
1000, "Sequential", 0.000115
1000, "Parallel", 0.036444
1000, "Built-in", 0.000377
10000, "Sequential", 0.001496
10000, "Parallel", 0.013506
10000, "Built-in", 0.001344
100000, "Sequential", 0.019925
100000, "Parallel", 0.035665
100000, "Built-in", 0.017428
1000000, "Sequential", 0.234350
1000000, "Parallel", 0.217451
1000000, "Built-in", 0.218258
2500000, "Sequential", 0.607351
2500000, "Parallel", 0.580565
2500000, "Built-in", 0.585891
5000000, "Sequential", 1.302893
5000000, "Parallel", 1.182776
5000000, "Built-in", 1.236770
100, "Sequential", 0.000009
100, "Parallel", 0.016854
100, "Built-in", 0.000056
1000, "Sequential", 0.000126
1000, "Parallel", 0.020849
1000, "Built-in", 0.000426
10000, "Sequential", 0.001288
10000, "Parallel", 0.013702
10000, "Built-in", 0.001815
100000, "Sequential", 0.021245
100000, "Parallel", 0.030184
100000, "Built-in", 0.018209
1000000, "Sequential", 0.237650
1000000, "Parallel", 0.219309
1000000, "Built-in", 0.222428
2500000, "Sequential", 0.605448
2500000, "Parallel", 0.614346
2500000, "Built-in", 0.581672
5000000, "Sequential", 1.252863
5000000, "Parallel", 1.142966
5000000, "Built-in", 1.218645
100, "Sequential", 0.000010
100, "Parallel", 0.016117
100, "Built-in", 0.000041
1000, "Sequential", 0.000133
1000, "Parallel", 0.032483
1000, "Built-in", 0.000172
10000, "Sequential", 0.001485
10000, "Parallel", 0.024556
10000, "Built-in", 0.001680
100000, "Sequential", 0.022038
100000, "Parallel", 0.027680
100000, "Built-in", 0.018230
1000000, "Sequential", 0.234436
1000000, "Parallel", 0.194850
1000000, "Built-in", 0.219508
2500000, "Sequential", 0.626098
2500000, "Parallel", 0.484564
2500000, "Built-in", 0.584102
5000000, "Sequential", 1.258514
5000000, "Parallel", 1.018314
5000000, "Built-in", 1.234930
100, "Sequential", 0.000009
100, "Parallel", 0.007043
100, "Built-in", 0.000012
1000, "Sequential", 0.000124
1000, "Parallel", 0.025955
1000, "Built-in", 0.000322
10000, "Sequential", 0.003900
10000, "Parallel", 0.013572
10000, "Built-in", 0.001086
100000, "Sequential", 0.025111
100000, "Parallel", 0.028460
100000, "Built-in", 0.017908
1000000, "Sequential", 0.236455
1000000, "Parallel", 0.269176
1000000, "Built-in", 0.216275
2500000, "Sequential", 0.612327
2500000, "Parallel", 0.695167
2500000, "Built-in", 0.587447
5000000, "Sequential", 1.270087
5000000, "Parallel", 0.858655
5000000, "Built-in", 1.218781
100, "Sequential", 0.000009
100, "Parallel", 0.016484
100, "Built-in", 0.000095
1000, "Sequential", 0.000198
1000, "Parallel", 0.023098
1000, "Built-in", 0.000518
10000, "Sequential", 0.001535
10000, "Parallel", 0.015530
10000, "Built-in", 0.001607
100000, "Sequential", 0.021744
100000, "Parallel", 0.033470
100000, "Built-in", 0.018491
1000000, "Sequential", 0.229455
1000000, "Parallel", 0.266823
1000000, "Built-in", 0.217673
2500000, "Sequential", 0.613042
2500000, "Parallel", 0.593368
2500000, "Built-in", 0.611033
5000000, "Sequential", 1.462316
5000000, "Parallel", 1.173882
5000000, "Built-in", 1.233940
100, "Sequential", 0.000010
100, "Parallel", 0.016956
100, "Built-in", 0.000044
1000, "Sequential", 0.000144
1000, "Parallel", 0.029826
1000, "Built-in", 0.000178
10000, "Sequential", 0.001525
10000, "Parallel", 0.024696
10000, "Built-in", 0.001593
100000, "Sequential", 0.022184
100000, "Parallel", 0.028763
100000, "Built-in", 0.018332
1000000, "Sequential", 0.233892
1000000, "Parallel", 0.232097
1000000, "Built-in", 0.216871
2500000, "Sequential", 0.597785
2500000, "Parallel", 0.468668
2500000, "Built-in", 0.590528
5000000, "Sequential", 1.243848
5000000, "Parallel", 1.175777
5000000, "Built-in", 1.223171
