Size, Type, Time
10000, "Parallel", 0.085743
10000, "Built-in", 0.001490
100000, "Sequential", 0.021936
100000, "Parallel", 0.094297
100000, "Built-in", 0.018001
1000000, "Sequential", 0.239174
1000000, "Parallel", 0.218790
1000000, "Built-in", 0.218153
2500000, "Sequential", 0.611659
2500000, "Parallel", 0.598628
2500000, "Built-in", 0.586195
5000000, "Sequential", 1.304233
5000000, "Parallel", 1.134199
5000000, "Built-in", 1.225802
100, "Sequential", 0.000010
100, "Parallel", 0.050996
100, "Built-in", 0.000014
1000, "Sequential", 0.000116
1000, "Parallel", 0.055449
1000, "Built-in", 0.000193
10000, "Sequential", 0.001532
10000, "Parallel", 0.097756
10000, "Built-in", 0.001498
100000, "Sequential", 0.025236
100000, "Parallel", 0.091861
100000, "Built-in", 0.018005
1000000, "Sequential", 0.243340
1000000, "Parallel", 0.223728
1000000, "Built-in", 0.225701
2500000, "Sequential", 0.602852
2500000, "Parallel", 0.480811
2500000, "Built-in", 0.588353
5000000, "Sequential", 1.280182
5000000, "Parallel", 1.059553
5000000, "Built-in", 1.233528
100, "Sequential", 0.000010
100, "Parallel", 0.060985
100, "Built-in", 0.000015
1000, "Sequential", 0.000119
1000, "Parallel", 0.080382
1000, "Built-in", 0.000182
10000, "Sequential", 0.001532
10000, "Parallel", 0.099649
10000, "Built-in", 0.001560
100000, "Sequential", 0.021700
100000, "Parallel", 0.087724
100000, "Built-in", 0.017965
1000000, "Sequential", 0.235547
1000000, "Parallel", 0.199632
1000000, "Built-in", 0.218211
2500000, "Sequential", 0.614621
2500000, "Parallel", 0.519860
2500000, "Built-in", 0.584801
5000000, "Sequential", 1.249541
5000000, "Parallel", 1.086391
5000000, "Built-in", 1.225746
100, "Sequential", 0.000016
100, "Parallel", 0.059470
100, "Built-in", 0.000015
1000, "Sequential", 0.000132
1000, "Parallel", 0.082052
1000, "Built-in", 0.000196
10000, "Sequential", 0.001521
10000, "Parallel", 0.091320
10000, "Built-in", 0.001477
100000, "Sequential", 0.023534
100000, "Parallel", 0.084451
100000, "Built-in", 0.017876
1000000, "Sequential", 0.242000
1000000, "Parallel", 0.223176
1000000, "Built-in", 0.218301
2500000, "Sequential", 0.627903
2500000, "Parallel", 0.548981
2500000, "Built-in", 0.599430
5000000, "Sequential", 1.281184
5000000, "Parallel", 1.061291
5000000, "Built-in", 1.238033
100, "Sequential", 0.000011
100, "Parallel", 0.062919
100, "Built-in", 0.000015
1000, "Sequential", 0.000119
1000, "Parallel", 0.078262
1000, "Built-in", 0.000187
10000, "Sequential", 0.001484
10000, "Parallel", 0.088648
10000, "Built-in", 0.001541
100000, "Sequential", 0.025963
100000, "Parallel", 0.078022
100000, "Built-in", 0.031757
1000000, "Sequential", 0.239647
1000000, "Parallel", 0.216426
1000000, "Built-in", 0.218692
2500000, "Sequential", 0.618461
2500000, "Parallel", 0.444584
2500000, "Built-in", 0.590673
5000000, "Sequential", 1.282070
5000000, "Parallel", 1.027787
5000000, "Built-in", 1.221238
100, "Sequential", 0.000010
100, "Parallel", 0.067347
100, "Built-in", 0.000015
1000, "Sequential", 0.000120
1000, "Parallel", 0.083272
1000, "Built-in", 0.000182
10000, "Sequential", 0.001606
10000, "Parallel", 0.092000
10000, "Built-in", 0.001491
100000, "Sequential", 0.024432
100000, "Parallel", 0.088413
100000, "Built-in", 0.017851
1000000, "Sequential", 0.241192
1000000, "Parallel", 0.222918
1000000, "Built-in", 0.219071
2500000, "Sequential", 0.615640
2500000, "Parallel", 0.469414
2500000, "Built-in", 0.586349
5000000, "Sequential", 1.271989
5000000, "Parallel", 1.170415
5000000, "Built-in", 1.245820
100, "Sequential", 0.000010
100, "Parallel", 0.025421
100, "Built-in", 0.000016
1000, "Sequential", 0.000122
1000, "Parallel", 0.089912
1000, "Built-in", 0.000185
10000, "Sequential", 0.001511
10000, "Parallel", 0.086376
10000, "Built-in", 0.001486
100000, "Sequential", 0.021724
100000, "Parallel", 0.090230
100000, "Built-in", 0.017900
1000000, "Sequential", 0.256905
1000000, "Parallel", 0.218219
1000000, "Built-in", 0.226400
2500000, "Sequential", 0.602528
2500000, "Parallel", 0.530244
2500000, "Built-in", 0.587761
5000000, "Sequential", 1.345872
5000000, "Parallel", 1.008212
5000000, "Built-in", 1.227831
100, "Sequential", 0.000010
100, "Parallel", 0.065121
100, "Built-in", 0.000016
1000, "Sequential", 0.000122
1000, "Parallel", 0.091762
1000, "Built-in", 0.000198
10000, "Sequential", 0.001678
10000, "Parallel", 0.096154
10000, "Built-in", 0.001525
100000, "Sequential", 0.021836
100000, "Parallel", 0.098212
100000, "Built-in", 0.017997
1000000, "Sequential", 0.246459
1000000, "Parallel", 0.218671
1000000, "Built-in", 0.217557
2500000, "Sequential", 0.627248
2500000, "Parallel", 0.474224
2500000, "Built-in", 0.589533
5000000, "Sequential", 1.294568
5000000, "Parallel", 1.038830
5000000, "Built-in", 1.236899
100, "Sequential", 0.000010
100, "Parallel", 0.052435
100, "Built-in", 0.000016
1000, "Sequential", 0.000122
1000, "Parallel", 0.090142
1000, "Built-in", 0.016162
10000, "Sequential", 0.001523
10000, "Parallel", 0.092955
10000, "Built-in", 0.001581
100000, "Sequential", 0.022540
100000, "Parallel", 0.086332
100000, "Built-in", 0.021902
1000000, "Sequential", 0.248799
1000000, "Parallel", 0.223511
1000000, "Built-in", 0.227834
2500000, "Sequential", 0.610903
2500000, "Parallel", 0.493690
2500000, "Built-in", 0.596494
5000000, "Sequential", 1.320894
5000000, "Parallel", 1.019015
5000000, "Built-in", 1.266198
100, "Sequential", 0.000010
100, "Parallel", 0.094066
100, "Built-in", 0.000014
1000, "Sequential", 0.000120
1000, "Parallel", 0.086266
1000, "Built-in", 0.000230
10000, "Sequential", 0.001554
10000, "Parallel", 0.095514
10000, "Built-in", 0.001491
100000, "Sequential", 0.025870
100000, "Parallel", 0.090856
100000, "Built-in", 0.018788
1000000, "Sequential", 0.253804
1000000, "Parallel", 0.226851
1000000, "Built-in", 0.227478
2500000, "Sequential", 0.598546
2500000, "Parallel", 0.558008
2500000, "Built-in", 0.588707
5000000, "Sequential", 1.314463
5000000, "Parallel", 1.010903
5000000, "Built-in", 1.253291
100, "Sequential", 0.000017
100, "Parallel", 0.067262
100, "Built-in", 0.000015
1000, "Sequential", 0.000145
1000, "Parallel", 0.083314
1000, "Built-in", 0.000280
10000, "Sequential", 0.001533
10000, "Parallel", 0.089740
10000, "Built-in", 0.001531
100000, "Sequential", 0.020596
100000, "Parallel", 0.099931
100000, "Built-in", 0.018007
1000000, "Sequential", 0.237020
1000000, "Parallel", 0.217374
1000000, "Built-in", 0.222869
2500000, "Sequential", 0.605681
2500000, "Parallel", 0.515412
2500000, "Built-in", 0.582496
5000000, "Sequential", 1.263637
5000000, "Parallel", 1.009624
5000000, "Built-in", 1.220585
100, "Sequential", 0.000009
100, "Parallel", 0.054737
100, "Built-in", 0.000015
1000, "Sequential", 0.000120
1000, "Parallel", 0.073584
1000, "Built-in", 0.000178
10000, "Sequential", 0.001581
10000, "Parallel", 0.083110
10000, "Built-in", 0.001613
100000, "Sequential", 0.022344
100000, "Parallel", 0.097108
100000, "Built-in", 0.017957
1000000, "Sequential", 0.237603
1000000, "Parallel", 0.215640
1000000, "Built-in", 0.218297
2500000, "Sequential", 0.610732
2500000, "Parallel", 0.515106
2500000, "Built-in", 0.587057
5000000, "Sequential", 1.254004
5000000, "Parallel", 1.126921
5000000, "Built-in", 1.230463
100, "Sequential", 0.000010
100, "Parallel", 0.061423
100, "Built-in", 0.000017
1000, "Sequential", 0.000137
1000, "Parallel", 0.091938
1000, "Built-in", 0.000181
10000, "Sequential", 0.001700
10000, "Parallel", 0.086930
10000, "Built-in", 0.001478
100000, "Sequential", 0.022623
100000, "Parallel", 0.090057
100000, "Built-in", 0.017976
1000000, "Sequential", 0.235625
1000000, "Parallel", 0.226685
1000000, "Built-in", 0.217770
2500000, "Sequential", 0.607462
2500000, "Parallel", 0.484052
2500000, "Built-in", 0.584002
5000000, "Sequential", 1.265291
5000000, "Parallel", 0.931396
5000000, "Built-in", 1.224908
