Size, Type, Time
100, "Parallel", 0.004802
100, "Built-in", 0.000013
1000, "Sequential", 0.000116
1000, "Parallel", 0.002988
1000, "Built-in", 0.000205
10000, "Sequential", 0.001524
10000, "Parallel", 0.010302
10000, "Built-in", 0.001606
100000, "Sequential", 0.020838
100000, "Parallel", 0.022318
100000, "Built-in", 0.018063
1000000, "Sequential", 0.235470
1000000, "Parallel", 0.179683
1000000, "Built-in", 0.218629
2500000, "Sequential", 0.609477
2500000, "Parallel", 0.433939
2500000, "Built-in", 0.589780
5000000, "Sequential", 1.257755
5000000, "Parallel", 0.874369
5000000, "Built-in", 1.224967
100, "Sequential", 0.000011
100, "Parallel", 0.001271
100, "Built-in", 0.000012
1000, "Sequential", 0.000122
1000, "Parallel", 0.002154
1000, "Built-in", 0.000166
10000, "Sequential", 0.001667
10000, "Parallel", 0.009479
10000, "Built-in", 0.002728
100000, "Sequential", 0.021638
100000, "Parallel", 0.019267
100000, "Built-in", 0.018042
1000000, "Sequential", 0.238574
1000000, "Parallel", 0.183184
1000000, "Built-in", 0.225734
2500000, "Sequential", 0.610568
2500000, "Parallel", 0.447998
2500000, "Built-in", 0.593641
5000000, "Sequential", 1.263268
5000000, "Parallel", 0.927624
5000000, "Built-in", 1.242843
100, "Sequential", 0.000019
100, "Parallel", 0.005426
100, "Built-in", 0.000021
1000, "Sequential", 0.000124
1000, "Parallel", 0.009476
1000, "Built-in", 0.000334
10000, "Sequential", 0.002866
10000, "Parallel", 0.008210
10000, "Built-in", 0.002235
100000, "Sequential", 0.020819
100000, "Parallel", 0.023188
100000, "Built-in", 0.018575
1000000, "Sequential", 0.243844
1000000, "Parallel", 0.156965
1000000, "Built-in", 0.222678
2500000, "Sequential", 0.648318
2500000, "Parallel", 0.419229
2500000, "Built-in", 0.606717
5000000, "Sequential", 1.243655
5000000, "Parallel", 1.033707
5000000, "Built-in", 1.220092
100, "Sequential", 0.000010
100, "Parallel", 0.004974
100, "Built-in", 0.000013
1000, "Sequential", 0.000125
1000, "Parallel", 0.005036
1000, "Built-in", 0.000173
10000, "Sequential", 0.001829
10000, "Parallel", 0.011493
10000, "Built-in", 0.002374
100000, "Sequential", 0.018811
100000, "Parallel", 0.021655
100000, "Built-in", 0.018118
1000000, "Sequential", 0.231156
1000000, "Parallel", 0.199242
1000000, "Built-in", 0.219407
2500000, "Sequential", 0.606615
2500000, "Parallel", 0.446704
2500000, "Built-in", 0.590815
5000000, "Sequential", 1.284476
5000000, "Parallel", 0.981406
5000000, "Built-in", 1.239742
100, "Sequential", 0.000010
100, "Parallel", 0.004845
100, "Built-in", 0.000014
1000, "Sequential", 0.000119
1000, "Parallel", 0.006312
1000, "Built-in", 0.000188
10000, "Sequential", 0.001508
10000, "Parallel", 0.014678
10000, "Built-in", 0.001506
100000, "Sequential", 0.020765
100000, "Parallel", 0.022105
100000, "Built-in", 0.018701
1000000, "Sequential", 0.234739
1000000, "Parallel", 0.198573
1000000, "Built-in", 0.217265
2500000, "Sequential", 0.614465
2500000, "Parallel", 0.506174
2500000, "Built-in", 0.590966
5000000, "Sequential", 1.259705
5000000, "Parallel", 0.959548
5000000, "Built-in", 1.230471
100, "Sequential", 0.000010
100, "Parallel", 0.003272
100, "Built-in", 0.000013
1000, "Sequential", 0.000123
1000, "Parallel", 0.005029
1000, "Built-in", 0.000173
10000, "Sequential", 0.001584
10000, "Parallel", 0.011319
10000, "Built-in", 0.002490
100000, "Sequential", 0.022570
100000, "Parallel", 0.025832
100000, "Built-in", 0.019168
1000000, "Sequential", 0.251790
1000000, "Parallel", 0.146504
1000000, "Built-in", 0.231738
2500000, "Sequential", 0.616548
2500000, "Parallel", 0.466281
2500000, "Built-in", 0.585036
5000000, "Sequential", 1.297929
5000000, "Parallel", 0.935779
5000000, "Built-in", 1.291263
100, "Sequential", 0.000010
100, "Parallel", 0.004621
100, "Built-in", 0.000013
1000, "Sequential", 0.000126
1000, "Parallel", 0.003611
1000, "Built-in", 0.000298
10000, "Sequential", 0.001730
10000, "Parallel", 0.011774
10000, "Built-in", 0.001961
100000, "Sequential", 0.021650
100000, "Parallel", 0.021543
100000, "Built-in", 0.017881
1000000, "Sequential", 0.239991
1000000, "Parallel", 0.190159
1000000, "Built-in", 0.217483
2500000, "Sequential", 0.626725
2500000, "Parallel", 0.622195
2500000, "Built-in", 0.587125
5000000, "Sequential", 1.285134
5000000, "Parallel", 0.983949
5000000, "Built-in", 1.258685
100, "Sequential", 0.000010
100, "Parallel", 0.002473
100, "Built-in", 0.000013
1000, "Sequential", 0.000128
1000, "Parallel", 0.004265
1000, "Built-in", 0.000170
10000, "Sequential", 0.001601
10000, "Parallel", 0.009111
10000, "Built-in", 0.002146
100000, "Sequential", 0.022152
100000, "Parallel", 0.017924
100000, "Built-in", 0.017876
1000000, "Sequential", 0.235385
1000000, "Parallel", 0.172219
1000000, "Built-in", 0.223610
2500000, "Sequential", 0.608628
2500000, "Parallel", 0.421584
2500000, "Built-in", 0.590461
5000000, "Sequential", 1.263498
5000000, "Parallel", 0.906709
5000000, "Built-in", 1.234183
100, "Sequential", 0.000010
100, "Parallel", 0.004479
100, "Built-in", 0.000013
1000, "Sequential", 0.000122
1000, "Parallel", 0.006038
1000, "Built-in", 0.000172
10000, "Sequential", 0.003512
10000, "Parallel", 0.016891
10000, "Built-in", 0.002307
100000, "Sequential", 0.020288
100000, "Parallel", 0.026602
100000, "Built-in", 0.018104
1000000, "Sequential", 0.246077
1000000, "Parallel", 0.192372
1000000, "Built-in", 0.227164
2500000, "Sequential", 0.624547
2500000, "Parallel", 0.475045
2500000, "Built-in", 0.586650
5000000, "Sequential", 1.283865
5000000, "Parallel", 0.957596
5000000, "Built-in", 1.222213
100, "Sequential", 0.000010
100, "Parallel", 0.002740
100, "Built-in", 0.000013
1000, "Sequential", 0.000125
1000, "Parallel", 0.003718
1000, "Built-in", 0.000174
10000, "Sequential", 0.001750
10000, "Parallel", 0.010863
10000, "Built-in", 0.001630
100000, "Sequential", 0.020243
100000, "Parallel", 0.016753
100000, "Built-in", 0.017971
1000000, "Sequential", 0.229809
1000000, "Parallel", 0.183331
1000000, "Built-in", 0.223553
2500000, "Sequential", 0.684202
2500000, "Parallel", 0.670319
2500000, "Built-in", 0.589358
5000000, "Sequential", 1.255352
5000000, "Parallel", 0.989555
5000000, "Built-in", 1.241132
100, "Sequential", 0.000009
100, "Parallel", 0.003780
100, "Built-in", 0.000013
1000, "Sequential", 0.000120
1000, "Parallel", 0.004786
1000, "Built-in", 0.000174
10000, "Sequential", 0.001712
10000, "Parallel", 0.010638
10000, "Built-in", 0.001929
100000, "Sequential", 0.022693
100000, "Parallel", 0.024103
100000, "Built-in", 0.019011
1000000, "Sequential", 0.244378
1000000, "Parallel", 0.158844
1000000, "Built-in", 0.219047
2500000, "Sequential", 0.594075
2500000, "Parallel", 0.463593
2500000, "Built-in", 0.589477
5000000, "Sequential", 1.253897
5000000, "Parallel", 0.923809
5000000, "Built-in", 1.228404
100, "Sequential", 0.000016
100, "Parallel", 0.005468
100, "Built-in", 0.000013
1000, "Sequential", 0.000130
1000, "Parallel", 0.012572
1000, "Built-in", 0.000642
10000, "Sequential", 0.001709
10000, "Parallel", 0.008035
10000, "Built-in", 0.002510
100000, "Sequential", 0.019260
100000, "Parallel", 0.028121
100000, "Built-in", 0.018111
1000000, "Sequential", 0.236124
1000000, "Parallel", 0.167386
1000000, "Built-in", 0.220024
2500000, "Sequential", 0.613024
2500000, "Parallel", 0.443315
2500000, "Built-in", 0.589270
5000000, "Sequential", 1.278224
5000000, "Parallel", 0.977273
5000000, "Built-in", 1.236207
100, "Sequential", 0.000010
100, "Parallel", 0.003061
100, "Built-in", 0.000021
1000, "Sequential", 0.000117
1000, "Parallel", 0.004714
1000, "Built-in", 0.000169
10000, "Sequential", 0.002720
10000, "Parallel", 0.011620
10000, "Built-in", 0.001952
100000, "Sequential", 0.021406
100000, "Parallel", 0.021185
100000, "Built-in", 0.018420
1000000, "Sequential", 0.238663
1000000, "Parallel", 0.173261
1000000, "Built-in", 0.217602
2500000, "Sequential", 0.641286
2500000, "Parallel", 0.473087
2500000, "Built-in", 0.589005
5000000, "Sequential", 1.257188
5000000, "Parallel", 0.872925
5000000, "Built-in", 1.221558
100, "Sequential", 0.000015
100, "Parallel", 0.005252
100, "Built-in", 0.000013
1000, "Sequential", 0.000127
1000, "Parallel", 0.006117
1000, "Built-in", 0.000175
10000, "Sequential", 0.004014
10000, "Parallel", 0.017685
10000, "Built-in", 0.002001
100000, "Sequential", 0.024427
100000, "Parallel", 0.023441
100000, "Built-in", 0.017977
1000000, "Sequential", 0.234343
1000000, "Parallel", 0.212623
1000000, "Built-in", 0.221255
2500000, "Sequential", 0.613897
2500000, "Parallel", 0.456219
2500000, "Built-in", 0.598738
5000000, "Sequential", 1.294393
5000000, "Parallel", 0.996299
5000000, "Built-in", 1.239038
100, "Sequential", 0.000010
100, "Parallel", 0.006518
100, "Built-in", 0.000013
1000, "Sequential", 0.000130
1000, "Parallel", 0.011873
1000, "Built-in", 0.000536
10000, "Sequential", 0.004803
10000, "Parallel", 0.009622
10000, "Built-in", 0.003057
100000, "Sequential", 0.026025
100000, "Parallel", 0.015857
100000, "Built-in", 0.018000
1000000, "Sequential", 0.238221
1000000, "Parallel", 0.186854
1000000, "Built-in", 0.219436
2500000, "Sequential", 0.605808
2500000, "Parallel", 0.500735
2500000, "Built-in", 0.589725
5000000, "Sequential", 1.275890
5000000, "Parallel", 0.811205
5000000, "Built-in", 1.232678
100, "Sequential", 0.000019
100, "Parallel", 0.005428
100, "Built-in", 0.000015
1000, "Sequential", 0.000120
1000, "Parallel", 0.004937
1000, "Built-in", 0.000172
10000, "Sequential", 0.003392
10000, "Parallel", 0.016348
10000, "Built-in", 0.002125
100000, "Sequential", 0.019805
100000, "Parallel", 0.020271
100000, "Built-in", 0.018122
1000000, "Sequential", 0.237164
1000000, "Parallel", 0.180720
1000000, "Built-in", 0.221293
2500000, "Sequential", 0.612081
2500000, "Parallel", 0.428610
2500000, "Built-in", 0.587966
5000000, "Sequential", 1.275347
5000000, "Parallel", 1.025760
5000000, "Built-in", 1.232201
100, "Sequential", 0.000010
100, "Parallel", 0.005485
100, "Built-in", 0.000013
1000, "Sequential", 0.000127
1000, "Parallel", 0.005106
1000, "Built-in", 0.000269
10000, "Sequential", 0.002092
10000, "Parallel", 0.012480
10000, "Built-in", 0.002084
100000, "Sequential", 0.020567
100000, "Parallel", 0.026133
100000, "Built-in", 0.021051
1000000, "Sequential", 0.242582
1000000, "Parallel", 0.187516
1000000, "Built-in", 0.217746
2500000, "Sequential", 0.630418
2500000, "Parallel", 0.482762
2500000, "Built-in", 0.595308
5000000, "Sequential", 1.260334
5000000, "Parallel", 0.909783
5000000, "Built-in", 1.221521
100, "Sequential", 0.000010
100, "Parallel", 0.005071
100, "Built-in", 0.000014
1000, "Sequential", 0.000120
1000, "Parallel", 0.005254
1000, "Built-in", 0.000176
10000, "Sequential", 0.001721
10000, "Parallel", 0.014933
10000, "Built-in", 0.001893
100000, "Sequential", 0.018911
100000, "Parallel", 0.028886
100000, "Built-in", 0.017776
1000000, "Sequential", 0.242156
1000000, "Parallel", 0.159058
1000000, "Built-in", 0.219745
2500000, "Sequential", 0.599818
2500000, "Parallel", 0.479783
2500000, "Built-in", 0.586936
5000000, "Sequential", 1.307695
5000000, "Parallel", 0.923225
5000000, "Built-in", 1.244539
100, "Sequential", 0.000010
100, "Parallel", 0.004972
100, "Built-in", 0.000014
1000, "Sequential", 0.000119
1000, "Parallel", 0.005084
1000, "Built-in", 0.000170
10000, "Sequential", 0.001678
10000, "Parallel", 0.010586
10000, "Built-in", 0.001616
100000, "Sequential", 0.023255
100000, "Parallel", 0.019986
100000, "Built-in", 0.018318
1000000, "Sequential", 0.235583
1000000, "Parallel", 0.188074
1000000, "Built-in", 0.227582
2500000, "Sequential", 0.624367
2500000, "Parallel", 0.491403
2500000, "Built-in", 0.586368
5000000, "Sequential", 1.292306
5000000, "Parallel", 0.954864
5000000, "Built-in", 1.222179
100, "Sequential", 0.000010
100, "Parallel", 0.005587
100, "Built-in", 0.000013
1000, "Sequential", 0.000127
1000, "Parallel", 0.006174
1000, "Built-in", 0.000193
10000, "Sequential", 0.005327
10000, "Parallel", 0.015954
10000, "Built-in", 0.004893
100000, "Sequential", 0.024666
100000, "Parallel", 0.022804
100000, "Built-in", 0.018385
1000000, "Sequential", 0.238197
1000000, "Parallel", 0.208010
1000000, "Built-in", 0.221029
2500000, "Sequential", 0.602239
2500000, "Parallel", 0.477388
2500000, "Built-in", 0.591976
5000000, "Sequential", 1.275975
5000000, "Parallel", 1.005690
5000000, "Built-in", 1.237868
100, "Sequential", 0.000011
100, "Parallel", 0.003198
100, "Built-in", 0.000016
1000, "Sequential", 0.000121
1000, "Parallel", 0.005362
1000, "Built-in", 0.000194
10000, "Sequential", 0.001536
10000, "Parallel", 0.006805
10000, "Built-in", 0.002378
100000, "Sequential", 0.023167
100000, "Parallel", 0.022865
100000, "Built-in", 0.017954
1000000, "Sequential", 0.234965
1000000, "Parallel", 0.221437
1000000, "Built-in", 0.217874
2500000, "Sequential", 0.609406
2500000, "Parallel", 0.487338
2500000, "Built-in", 0.588026
5000000, "Sequential", 1.250106
5000000, "Parallel", 0.826423
5000000, "Built-in", 1.221899
100, "Sequential", 0.000010
100, "Parallel", 0.005349
100, "Built-in", 0.000013
1000, "Sequential", 0.000115
1000, "Parallel", 0.012858
1000, "Built-in", 0.000371
10000, "Sequential", 0.001539
10000, "Parallel", 0.011032
10000, "Built-in", 0.001802
100000, "Sequential", 0.019274
100000, "Parallel", 0.024873
100000, "Built-in", 0.018514
1000000, "Sequential", 0.246124
1000000, "Parallel", 0.192495
1000000, "Built-in", 0.230149
2500000, "Sequential", 0.609829
2500000, "Parallel", 0.498653
2500000, "Built-in", 0.589205
5000000, "Sequential", 1.268528
5000000, "Parallel", 0.796028
5000000, "Built-in", 1.232517
100, "Sequential", 0.000016
100, "Parallel", 0.004873
100, "Built-in", 0.000013
1000, "Sequential", 0.000121
1000, "Parallel", 0.010990
1000, "Built-in", 0.000864
10000, "Sequential", 0.001931
10000, "Parallel", 0.010371
10000, "Built-in", 0.001874
100000, "Sequential", 0.019216
100000, "Parallel", 0.020762
100000, "Built-in", 0.018156
1000000, "Sequential", 0.233622
1000000, "Parallel", 0.166457
1000000, "Built-in", 0.235344
2500000, "Sequential", 0.612761
2500000, "Parallel", 0.388319
2500000, "Built-in", 0.583482
5000000, "Sequential", 1.288560
5000000, "Parallel", 0.891450
5000000, "Built-in", 1.232484
