Size, Type, Time
1000, "Built-in", 0.000157
10000, "Sequential", 0.001645
10000, "Parallel", 0.002685
10000, "Built-in", 0.001441
100000, "Sequential", 0.021242
100000, "Parallel", 0.023012
100000, "Built-in", 0.017598
1000000, "Sequential", 0.241311
1000000, "Parallel", 0.170016
1000000, "Built-in", 0.215998
2500000, "Sequential", 0.601554
2500000, "Parallel", 0.554288
2500000, "Built-in", 0.587132
5000000, "Sequential", 1.253484
5000000, "Parallel", 0.975113
5000000, "Built-in", 1.218802
100, "Sequential", 0.000010
100, "Parallel", 0.001599
100, "Built-in", 0.000147
1000, "Sequential", 0.000149
1000, "Parallel", 0.001962
1000, "Built-in", 0.000194
10000, "Sequential", 0.001538
10000, "Parallel", 0.003629
10000, "Built-in", 0.002879
100000, "Sequential", 0.023049
100000, "Parallel", 0.016981
100000, "Built-in", 0.018596
1000000, "Sequential", 0.233937
1000000, "Parallel", 0.180432
1000000, "Built-in", 0.223424
2500000, "Sequential", 0.611044
2500000, "Parallel", 0.440890
2500000, "Built-in", 0.589267
5000000, "Sequential", 1.260140
5000000, "Parallel", 0.933258
5000000, "Built-in", 1.248668
100, "Sequential", 0.000021
100, "Parallel", 0.001817
100, "Built-in", 0.000012
1000, "Sequential", 0.000121
1000, "Parallel", 0.001862
1000, "Built-in", 0.000181
10000, "Sequential", 0.001459
10000, "Parallel", 0.002991
10000, "Built-in", 0.001463
100000, "Sequential", 0.026232
100000, "Parallel", 0.024849
100000, "Built-in", 0.018454
1000000, "Sequential", 0.238741
1000000, "Parallel", 0.203379
1000000, "Built-in", 0.221223
2500000, "Sequential", 0.623794
2500000, "Parallel", 0.588978
2500000, "Built-in", 0.584286
5000000, "Sequential", 1.262496
5000000, "Parallel", 0.877988
5000000, "Built-in", 1.219157
100, "Sequential", 0.000010
100, "Parallel", 0.002158
100, "Built-in", 0.000013
1000, "Sequential", 0.000140
1000, "Parallel", 0.001313
1000, "Built-in", 0.000170
10000, "Sequential", 0.001566
10000, "Parallel", 0.002571
10000, "Built-in", 0.001960
100000, "Sequential", 0.024639
100000, "Parallel", 0.018740
100000, "Built-in", 0.018424
1000000, "Sequential", 0.233019
1000000, "Parallel", 0.144177
1000000, "Built-in", 0.220791
2500000, "Sequential", 0.620025
2500000, "Parallel", 0.725326
2500000, "Built-in", 0.588973
5000000, "Sequential", 1.252669
5000000, "Parallel", 0.917028
5000000, "Built-in", 1.234359
100, "Sequential", 0.000010
100, "Parallel", 0.001644
100, "Built-in", 0.000012
1000, "Sequential", 0.000116
1000, "Parallel", 0.001305
1000, "Built-in", 0.000175
10000, "Sequential", 0.001503
10000, "Parallel", 0.002979
10000, "Built-in", 0.002174
100000, "Sequential", 0.027117
100000, "Parallel", 0.014738
100000, "Built-in", 0.018381
1000000, "Sequential", 0.226915
1000000, "Parallel", 0.202389
1000000, "Built-in", 0.216767
2500000, "Sequential", 0.620903
2500000, "Parallel", 0.476073
2500000, "Built-in", 0.583343
5000000, "Sequential", 1.240142
5000000, "Parallel", 1.066599
5000000, "Built-in", 1.223672
100, "Sequential", 0.000010
100, "Parallel", 0.001420
100, "Built-in", 0.000012
1000, "Sequential", 0.000119
1000, "Parallel", 0.001130
1000, "Built-in", 0.000157
10000, "Sequential", 0.001583
10000, "Parallel", 0.002875
10000, "Built-in", 0.001443
100000, "Sequential", 0.023697
100000, "Parallel", 0.021037
100000, "Built-in", 0.018295
1000000, "Sequential", 0.233902
1000000, "Parallel", 0.215153
1000000, "Built-in", 0.222733
2500000, "Sequential", 0.604663
2500000, "Parallel", 0.434062
2500000, "Built-in", 0.589014
5000000, "Sequential", 1.261205
5000000, "Parallel", 1.518736
5000000, "Built-in", 1.230868
100, "Sequential", 0.000009
100, "Parallel", 0.000855
100, "Built-in", 0.000013
1000, "Sequential", 0.000125
1000, "Parallel", 0.001230
1000, "Built-in", 0.000174
10000, "Sequential", 0.001454
10000, "Parallel", 0.002808
10000, "Built-in", 0.000752
100000, "Sequential", 0.020788
100000, "Parallel", 0.022830
100000, "Built-in", 0.018495
1000000, "Sequential", 0.234595
1000000, "Parallel", 0.192754
1000000, "Built-in", 0.227116
2500000, "Sequential", 0.609578
2500000, "Parallel", 0.386205
2500000, "Built-in", 0.588945
5000000, "Sequential", 1.256152
5000000, "Parallel", 0.810633
5000000, "Built-in", 1.217552
100, "Sequential", 0.000010
100, "Parallel", 0.001142
100, "Built-in", 0.000013
1000, "Sequential", 0.000119
1000, "Parallel", 0.001745
1000, "Built-in", 0.000177
10000, "Sequential", 0.001174
10000, "Parallel", 0.002459
10000, "Built-in", 0.002149
100000, "Sequential", 0.025365
100000, "Parallel", 0.017395
100000, "Built-in", 0.018400
1000000, "Sequential", 0.234154
1000000, "Parallel", 0.190440
1000000, "Built-in", 0.222232
2500000, "Sequential", 0.623431
2500000, "Parallel", 0.430983
2500000, "Built-in", 0.607315
5000000, "Sequential", 1.279561
5000000, "Parallel", 1.031205
5000000, "Built-in", 1.246038
100, "Sequential", 0.000009
100, "Parallel", 0.001610
100, "Built-in", 0.000012
1000, "Sequential", 0.000121
1000, "Parallel", 0.002160
1000, "Built-in", 0.000227
10000, "Sequential", 0.000974
10000, "Parallel", 0.004239
10000, "Built-in", 0.001351
100000, "Sequential", 0.024381
100000, "Parallel", 0.016291
100000, "Built-in", 0.017445
1000000, "Sequential", 0.233003
1000000, "Parallel", 0.181843
1000000, "Built-in", 0.222694
2500000, "Sequential", 0.610602
2500000, "Parallel", 0.432741
2500000, "Built-in", 0.590874
5000000, "Sequential", 1.246117
5000000, "Parallel", 0.844169
5000000, "Built-in", 1.227310
100, "Sequential", 0.000010
100, "Parallel", 0.001935
100, "Built-in", 0.000012
1000, "Sequential", 0.000121
1000, "Parallel", 0.001568
1000, "Built-in", 0.000161
10000, "Sequential", 0.001474
10000, "Parallel", 0.002071
10000, "Built-in", 0.001202
100000, "Sequential", 0.026557
100000, "Parallel", 0.018938
100000, "Built-in", 0.018172
1000000, "Sequential", 0.241956
1000000, "Parallel", 0.198275
1000000, "Built-in", 0.223523
2500000, "Sequential", 0.602236
2500000, "Parallel", 0.421417
2500000, "Built-in", 0.588090
5000000, "Sequential", 1.260115
5000000, "Parallel", 1.137137
5000000, "Built-in", 1.239359
100, "Sequential", 0.000010
100, "Parallel", 0.001798
100, "Built-in", 0.000012
1000, "Sequential", 0.000113
1000, "Parallel", 0.001885
1000, "Built-in", 0.000174
10000, "Sequential", 0.001993
10000, "Parallel", 0.002502
10000, "Built-in", 0.001445
100000, "Sequential", 0.022559
100000, "Parallel", 0.021368
100000, "Built-in", 0.017723
1000000, "Sequential", 0.231129
1000000, "Parallel", 0.268585
1000000, "Built-in", 0.217225
2500000, "Sequential", 0.593782
2500000, "Parallel", 0.740199
2500000, "Built-in", 0.579994
5000000, "Sequential", 1.248215
5000000, "Parallel", 0.819173
5000000, "Built-in", 1.221490
100, "Sequential", 0.000010
100, "Parallel", 0.001460
100, "Built-in", 0.000012
1000, "Sequential", 0.000118
1000, "Parallel", 0.000951
1000, "Built-in", 0.000174
10000, "Sequential", 0.001529
10000, "Parallel", 0.001823
10000, "Built-in", 0.001574
100000, "Sequential", 0.023769
100000, "Parallel", 0.024177
100000, "Built-in", 0.017294
1000000, "Sequential", 0.240154
1000000, "Parallel", 0.173818
1000000, "Built-in", 0.220806
2500000, "Sequential", 0.619826
2500000, "Parallel", 0.428881
2500000, "Built-in", 0.589367
5000000, "Sequential", 1.270407
5000000, "Parallel", 0.964880
5000000, "Built-in", 1.273482
100, "Sequential", 0.000010
100, "Parallel", 0.001128
100, "Built-in", 0.000013
1000, "Sequential", 0.000114
1000, "Parallel", 0.000616
1000, "Built-in", 0.000159
10000, "Sequential", 0.001944
10000, "Parallel", 0.002090
10000, "Built-in", 0.001485
100000, "Sequential", 0.021690
100000, "Parallel", 0.024586
100000, "Built-in", 0.017078
1000000, "Sequential", 0.236239
1000000, "Parallel", 0.161285
1000000, "Built-in", 0.224476
2500000, "Sequential", 0.607667
2500000, "Parallel", 0.391027
2500000, "Built-in", 0.587377
5000000, "Sequential", 1.270099
5000000, "Parallel", 1.245647
5000000, "Built-in", 1.219999
100, "Sequential", 0.000010
100, "Parallel", 0.001622
100, "Built-in", 0.000012
1000, "Sequential", 0.000120
1000, "Parallel", 0.001288
1000, "Built-in", 0.000172
10000, "Sequential", 0.001528
10000, "Parallel", 0.002201
10000, "Built-in", 0.001950
100000, "Sequential", 0.023826
100000, "Parallel", 0.018033
100000, "Built-in", 0.017687
1000000, "Sequential", 0.239184
1000000, "Parallel", 0.187662
1000000, "Built-in", 0.223101
2500000, "Sequential", 0.611255
2500000, "Parallel", 0.449615
2500000, "Built-in", 0.590275
5000000, "Sequential", 1.253995
5000000, "Parallel", 1.028960
5000000, "Built-in", 1.243469
100, "Sequential", 0.000010
100, "Parallel", 0.001798
100, "Built-in", 0.000012
1000, "Sequential", 0.000117
1000, "Parallel", 0.001769
1000, "Built-in", 0.000174
10000, "Sequential", 0.001543
10000, "Parallel", 0.003853
10000, "Built-in", 0.001285
100000, "Sequential", 0.025405
100000, "Parallel", 0.014954
100000, "Built-in", 0.017988
1000000, "Sequential", 0.236675
1000000, "Parallel", 0.191983
1000000, "Built-in", 0.217732
2500000, "Sequential", 0.607963
2500000, "Parallel", 0.434353
2500000, "Built-in", 0.588108
5000000, "Sequential", 1.270804
5000000, "Parallel", 0.874429
5000000, "Built-in", 1.231220
100, "Sequential", 0.000010
100, "Parallel", 0.000793
100, "Built-in", 0.000012
1000, "Sequential", 0.000113
1000, "Parallel", 0.001749
1000, "Built-in", 0.000175
10000, "Sequential", 0.001478
10000, "Parallel", 0.001988
10000, "Built-in", 0.001448
100000, "Sequential", 0.025896
100000, "Parallel", 0.021135
100000, "Built-in", 0.018126
1000000, "Sequential", 0.234457
1000000, "Parallel", 0.161483
1000000, "Built-in", 0.219933
2500000, "Sequential", 0.606509
2500000, "Parallel", 0.511598
2500000, "Built-in", 0.588439
5000000, "Sequential", 1.261230
5000000, "Parallel", 1.201304
5000000, "Built-in", 1.234339
100, "Sequential", 0.000011
100, "Parallel", 0.001001
100, "Built-in", 0.000012
1000, "Sequential", 0.000118
1000, "Parallel", 0.001154
1000, "Built-in", 0.000293
10000, "Sequential", 0.001619
10000, "Parallel", 0.003133
10000, "Built-in", 0.002054
100000, "Sequential", 0.021401
100000, "Parallel", 0.018772
100000, "Built-in", 0.017190
1000000, "Sequential", 0.240688
1000000, "Parallel", 0.183636
1000000, "Built-in", 0.216757
2500000, "Sequential", 0.610073
2500000, "Parallel", 0.494603
2500000, "Built-in", 0.590101
5000000, "Sequential", 1.249666
5000000, "Parallel", 0.911004
5000000, "Built-in", 1.216582
100, "Sequential", 0.000010
100, "Parallel", 0.001751
100, "Built-in", 0.000013
1000, "Sequential", 0.000123
1000, "Parallel", 0.002031
1000, "Built-in", 0.000183
10000, "Sequential", 0.001614
10000, "Parallel", 0.003030
10000, "Built-in", 0.001475
100000, "Sequential", 0.026574
100000, "Parallel", 0.015839
100000, "Built-in", 0.018014
1000000, "Sequential", 0.231967
1000000, "Parallel", 0.191292
1000000, "Built-in", 0.221626
2500000, "Sequential", 0.604886
2500000, "Parallel", 0.429284
2500000, "Built-in", 0.590429
5000000, "Sequential", 1.267966
5000000, "Parallel", 0.784150
5000000, "Built-in", 1.239278
100, "Sequential", 0.000010
100, "Parallel", 0.001140
100, "Built-in", 0.000013
1000, "Sequential", 0.000153
1000, "Parallel", 0.001213
1000, "Built-in", 0.000160
10000, "Sequential", 0.001564
10000, "Parallel", 0.002797
10000, "Built-in", 0.000835
100000, "Sequential", 0.022501
100000, "Parallel", 0.020662
100000, "Built-in", 0.018888
1000000, "Sequential", 0.251287
1000000, "Parallel", 0.157853
1000000, "Built-in", 0.216505
2500000, "Sequential", 0.629772
2500000, "Parallel", 0.485977
2500000, "Built-in", 0.584894
5000000, "Sequential", 1.268723
5000000, "Parallel", 0.833944
5000000, "Built-in", 1.224958
100, "Sequential", 0.000010
100, "Parallel", 0.001440
100, "Built-in", 0.000013
1000, "Sequential", 0.000120
1000, "Parallel", 0.001470
1000, "Built-in", 0.000168
10000, "Sequential", 0.001278
10000, "Parallel", 0.002222
10000, "Built-in", 0.001187
100000, "Sequential", 0.023292
100000, "Parallel", 0.017620
100000, "Built-in", 0.018369
1000000, "Sequential", 0.230597
1000000, "Parallel", 0.191574
1000000, "Built-in", 0.222368
2500000, "Sequential", 0.604343
2500000, "Parallel", 0.673498
2500000, "Built-in", 0.586030
5000000, "Sequential", 1.269998
5000000, "Parallel", 0.777517
5000000, "Built-in", 1.237257
100, "Sequential", 0.000009
100, "Parallel", 0.001215
100, "Built-in", 0.000012
1000, "Sequential", 0.000122
1000, "Parallel", 0.002135
1000, "Built-in", 0.000165
10000, "Sequential", 0.001565
10000, "Parallel", 0.004067
10000, "Built-in", 0.001420
100000, "Sequential", 0.023289
100000, "Parallel", 0.016302
100000, "Built-in", 0.018527
1000000, "Sequential", 0.230893
1000000, "Parallel", 0.175526
1000000, "Built-in", 0.222019
2500000, "Sequential", 0.624718
2500000, "Parallel", 0.517173
2500000, "Built-in", 0.591119
5000000, "Sequential", 1.252968
5000000, "Parallel", 0.950458
5000000, "Built-in", 1.219329
100, "Sequential", 0.000010
100, "Parallel", 0.001688
100, "Built-in", 0.000012
1000, "Sequential", 0.000114
1000, "Parallel", 0.001381
1000, "Built-in", 0.000159
10000, "Sequential", 0.001507
10000, "Parallel", 0.001750
10000, "Built-in", 0.001036
100000, "Sequential", 0.023610
100000, "Parallel", 0.016702
100000, "Built-in", 0.018498
1000000, "Sequential", 0.234033
1000000, "Parallel", 0.286227
1000000, "Built-in", 0.220627
2500000, "Sequential", 0.602507
2500000, "Parallel", 0.604685
2500000, "Built-in", 0.588129
5000000, "Sequential", 1.255989
5000000, "Parallel", 1.164323
5000000, "Built-in", 1.247970
100, "Sequential", 0.000010
100, "Parallel", 0.001183
100, "Built-in", 0.000012
1000, "Sequential", 0.000123
1000, "Parallel", 0.001612
1000, "Built-in", 0.000162
10000, "Sequential", 0.001504
10000, "Parallel", 0.002519
10000, "Built-in", 0.001365
100000, "Sequential", 0.021908
100000, "Parallel", 0.021273
100000, "Built-in", 0.017645
1000000, "Sequential", 0.235128
1000000, "Parallel", 0.179094
1000000, "Built-in", 0.230166
2500000, "Sequential", 0.629545
2500000, "Parallel", 0.769227
2500000, "Built-in", 0.582673
5000000, "Sequential", 1.244895
5000000, "Parallel", 0.960654
5000000, "Built-in", 1.224671
100, "Sequential", 0.000010
100, "Parallel", 0.000821
100, "Built-in", 0.000012
1000, "Sequential", 0.000119
1000, "Parallel", 0.002107
1000, "Built-in", 0.000167
10000, "Sequential", 0.001705
10000, "Parallel", 0.002351
10000, "Built-in", 0.001689
100000, "Sequential", 0.023919
100000, "Parallel", 0.021464
100000, "Built-in", 0.017530
1000000, "Sequential", 0.243146
1000000, "Parallel", 0.182313
1000000, "Built-in", 0.222329
2500000, "Sequential", 0.612955
2500000, "Parallel", 0.564929
2500000, "Built-in", 0.586845
5000000, "Sequential", 1.264701
5000000, "Parallel", 1.153307
5000000, "Built-in", 1.230399
100, "Sequential", 0.000010
100, "Parallel", 0.001092
100, "Built-in", 0.000012
1000, "Sequential", 0.000122
1000, "Parallel", 0.000866
1000, "Built-in", 0.000168
10000, "Sequential", 0.001560
10000, "Parallel", 0.002226
10000, "Built-in", 0.001421
100000, "Sequential", 0.020849
100000, "Parallel", 0.019645
100000, "Built-in", 0.018280
1000000, "Sequential", 0.231917
1000000, "Parallel", 0.232732
1000000, "Built-in", 0.217521
2500000, "Sequential", 0.610376
2500000, "Parallel", 0.494641
2500000, "Built-in", 0.590854
5000000, "Sequential", 1.245935
5000000, "Parallel", 0.921335
5000000, "Built-in", 1.221037
100, "Sequential", 0.000010
100, "Parallel", 0.001127
100, "Built-in", 0.000012
1000, "Sequential", 0.000123
1000, "Parallel", 0.001565
1000, "Built-in", 0.000172
10000, "Sequential", 0.001458
10000, "Parallel", 0.002763
10000, "Built-in", 0.001830
100000, "Sequential", 0.024938
100000, "Parallel", 0.018409
100000, "Built-in", 0.018038
1000000, "Sequential", 0.234336
1000000, "Parallel", 0.200962
1000000, "Built-in", 0.221454
2500000, "Sequential", 0.603782
2500000, "Parallel", 0.774635
2500000, "Built-in", 0.588116
5000000, "Sequential", 1.284147
5000000, "Parallel", 0.872160
5000000, "Built-in", 1.230822
100, "Sequential", 0.000009
100, "Parallel", 0.001213
100, "Built-in", 0.000032
1000, "Sequential", 0.000117
1000, "Parallel", 0.001103
1000, "Built-in", 0.000159
10000, "Sequential", 0.001542
10000, "Parallel", 0.003316
10000, "Built-in", 0.001213
100000, "Sequential", 0.021641
100000, "Parallel", 0.022578
100000, "Built-in", 0.017756
1000000, "Sequential", 0.245625
1000000, "Parallel", 0.335903
1000000, "Built-in", 0.216694
2500000, "Sequential", 0.618348
2500000, "Parallel", 0.393504
2500000, "Built-in", 0.585018
5000000, "Sequential", 1.266079
5000000, "Parallel", 1.006168
5000000, "Built-in", 1.219128
