Size, Type, Time
100, "Sequential", 0.000010
100, "Parallel", 0.008347
100, "Built-in", 0.000022
1000, "Sequential", 0.000119
1000, "Parallel", 0.024407
1000, "Built-in", 0.000221
10000, "Sequential", 0.001585
10000, "Parallel", 0.020417
10000, "Built-in", 0.001389
100000, "Sequential", 0.032407
100000, "Parallel", 0.026953
100000, "Built-in", 0.017826
1000000, "Sequential", 0.229588
1000000, "Parallel", 0.215397
1000000, "Built-in", 0.237657
2500000, "Sequential", 0.606195
2500000, "Parallel", 0.681213
2500000, "Built-in", 0.584086
5000000, "Sequential", 1.269428
5000000, "Parallel", 1.374344
5000000, "Built-in", 1.222480
100, "Sequential", 0.000010
100, "Parallel", 0.016522
100, "Built-in", 0.000023
1000, "Sequential", 0.000126
1000, "Parallel", 0.025762
1000, "Built-in", 0.000200
10000, "Sequential", 0.001526
10000, "Parallel", 0.022728
10000, "Built-in", 0.001556
100000, "Sequential", 0.020712
100000, "Parallel", 0.030948
100000, "Built-in", 0.021524
1000000, "Sequential", 0.232683
1000000, "Parallel", 0.253363
1000000, "Built-in", 0.215596
2500000, "Sequential", 0.614852
2500000, "Parallel", 0.660812
2500000, "Built-in", 0.586026
5000000, "Sequential", 1.250049
5000000, "Parallel", 1.202028
5000000, "Built-in", 1.253677
100, "Sequential", 0.000010
100, "Parallel", 0.004187
100, "Built-in", 0.000014
1000, "Sequential", 0.000117
1000, "Parallel", 0.020044
1000, "Built-in", 0.000173
10000, "Sequential", 0.001817
10000, "Parallel", 0.025856
10000, "Built-in", 0.001431
100000, "Sequential", 0.020737
100000, "Parallel", 0.027789
100000, "Built-in", 0.017926
1000000, "Sequential", 0.241625
1000000, "Parallel", 0.247415
1000000, "Built-in", 0.236812
2500000, "Sequential", 0.606887
2500000, "Parallel", 0.564764
2500000, "Built-in", 0.583189
5000000, "Sequential", 1.264404
5000000, "Parallel", 1.513486
5000000, "Built-in", 1.228491
100, "Sequential", 0.000009
100, "Parallel", 0.011765
100, "Built-in", 0.000013
1000, "Sequential", 0.000120
1000, "Parallel", 0.035567
1000, "Built-in", 0.000929
10000, "Sequential", 0.001507
10000, "Parallel", 0.020440
10000, "Built-in", 0.002196
100000, "Sequential", 0.019668
100000, "Parallel", 0.037623
100000, "Built-in", 0.018332
1000000, "Sequential", 0.239018
1000000, "Parallel", 0.239725
1000000, "Built-in", 0.218104
2500000, "Sequential", 0.596369
2500000, "Parallel", 0.542265
2500000, "Built-in", 0.586010
5000000, "Sequential", 1.243367
5000000, "Parallel", 1.278472
5000000, "Built-in", 1.240407
100, "Sequential", 0.000009
100, "Parallel", 0.014469
100, "Built-in", 0.000024
1000, "Sequential", 0.000124
1000, "Parallel", 0.024338
1000, "Built-in", 0.000196
10000, "Sequential", 0.001977
10000, "Parallel", 0.023328
10000, "Built-in", 0.004078
100000, "Sequential", 0.020772
100000, "Parallel", 0.029928
100000, "Built-in", 0.036973
1000000, "Sequential", 0.237354
1000000, "Parallel", 0.292191
1000000, "Built-in", 0.218925
2500000, "Sequential", 0.630804
2500000, "Parallel", 0.639399
2500000, "Built-in", 0.604739
5000000, "Sequential", 1.307985
5000000, "Parallel", 1.302967
5000000, "Built-in", 1.219983
100, "Sequential", 0.000009
100, "Parallel", 0.020864
100, "Built-in", 0.000041
1000, "Sequential", 0.000144
1000, "Parallel", 0.023163
1000, "Built-in", 0.000209
10000, "Sequential", 0.001255
10000, "Parallel", 0.014419
10000, "Built-in", 0.001933
100000, "Sequential", 0.021351
100000, "Parallel", 0.034913
100000, "Built-in", 0.018123
1000000, "Sequential", 0.234025
1000000, "Parallel", 0.158224
1000000, "Built-in", 0.222013
2500000, "Sequential", 0.612611
2500000, "Parallel", 0.701383
2500000, "Built-in", 0.587194
5000000, "Sequential", 1.260740
5000000, "Parallel", 1.154711
5000000, "Built-in", 1.282775
100, "Sequential", 0.000009
100, "Parallel", 0.009290
100, "Built-in", 0.000013
1000, "Sequential", 0.000119
1000, "Parallel", 0.032331
1000, "Built-in", 0.000193
10000, "Sequential", 0.001218
10000, "Parallel", 0.021752
10000, "Built-in", 0.001488
100000, "Sequential", 0.020906
100000, "Parallel", 0.029954
100000, "Built-in", 0.018226
1000000, "Sequential", 0.233158
1000000, "Parallel", 0.209290
1000000, "Built-in", 0.222305
2500000, "Sequential", 0.609186
2500000, "Parallel", 0.661892
2500000, "Built-in", 0.591537
5000000, "Sequential", 1.250574
5000000, "Parallel", 1.232228
5000000, "Built-in", 1.229082
100, "Sequential", 0.000010
100, "Parallel", 0.019543
100, "Built-in", 0.000047
1000, "Sequential", 0.000305
1000, "Parallel", 0.027292
1000, "Built-in", 0.000190
10000, "Sequential", 0.001429
10000, "Parallel", 0.026450
10000, "Built-in", 0.001078
100000, "Sequential", 0.024873
100000, "Parallel", 0.026589
100000, "Built-in", 0.017797
1000000, "Sequential", 0.235500
1000000, "Parallel", 0.212963
1000000, "Built-in", 0.217593
2500000, "Sequential", 0.611010
2500000, "Parallel", 0.613274
2500000, "Built-in", 0.582546
5000000, "Sequential", 1.248995
5000000, "Parallel", 1.287041
5000000, "Built-in", 1.236350
100, "Sequential", 0.000010
100, "Parallel", 0.022308
100, "Built-in", 0.000042
1000, "Sequential", 0.000116
1000, "Parallel", 0.032015
1000, "Built-in", 0.000175
10000, "Sequential", 0.002406
10000, "Parallel", 0.024582
10000, "Built-in", 0.001351
100000, "Sequential", 0.021411
100000, "Parallel", 0.025841
100000, "Built-in", 0.018297
1000000, "Sequential", 0.235150
1000000, "Parallel", 0.207749
1000000, "Built-in", 0.218226
2500000, "Sequential", 0.607691
2500000, "Parallel", 0.580340
2500000, "Built-in", 0.582610
5000000, "Sequential", 1.306457
5000000, "Parallel", 1.412436
5000000, "Built-in", 1.234216
100, "Sequential", 0.000010
100, "Parallel", 0.015716
100, "Built-in", 0.000025
1000, "Sequential", 0.000144
1000, "Parallel", 0.029074
1000, "Built-in", 0.000178
10000, "Sequential", 0.001409
10000, "Parallel", 0.021268
10000, "Built-in", 0.001852
100000, "Sequential", 0.020413
100000, "Parallel", 0.030400
100000, "Built-in", 0.017888
1000000, "Sequential", 0.228920
1000000, "Parallel", 0.260988
1000000, "Built-in", 0.217976
2500000, "Sequential", 0.592244
2500000, "Parallel", 0.509522
2500000, "Built-in", 0.603866
5000000, "Sequential", 1.284442
5000000, "Parallel", 1.171332
5000000, "Built-in", 1.274473
100, "Sequential", 0.000010
100, "Parallel", 0.008224
100, "Built-in", 0.000013
1000, "Sequential", 0.000120
1000, "Parallel", 0.028103
1000, "Built-in", 0.000593
10000, "Sequential", 0.003096
10000, "Parallel", 0.022769
10000, "Built-in", 0.002451
100000, "Sequential", 0.024652
100000, "Parallel", 0.031475
100000, "Built-in", 0.018043
1000000, "Sequential", 0.234207
1000000, "Parallel", 0.186650
1000000, "Built-in", 0.229313
2500000, "Sequential", 0.619724
2500000, "Parallel", 0.554376
2500000, "Built-in", 0.580835
5000000, "Sequential", 1.301327
5000000, "Parallel", 1.134016
5000000, "Built-in", 1.219214
100, "Sequential", 0.000010
100, "Parallel", 0.020728
100, "Built-in", 0.000015
1000, "Sequential", 0.000121
1000, "Parallel", 0.029800
1000, "Built-in", 0.000193
10000, "Sequential", 0.003385
10000, "Parallel", 0.022221
10000, "Built-in", 0.001490
100000, "Sequential", 0.023935
100000, "Parallel", 0.025306
100000, "Built-in", 0.037947
1000000, "Sequential", 0.240376
1000000, "Parallel", 0.222091
1000000, "Built-in", 0.217225
2500000, "Sequential", 0.617573
2500000, "Parallel", 0.721012
2500000, "Built-in", 0.587842
5000000, "Sequential", 1.290522
5000000, "Parallel", 1.054739
5000000, "Built-in", 1.230415
100, "Sequential", 0.000010
100, "Parallel", 0.006007
100, "Built-in", 0.000013
1000, "Sequential", 0.000115
1000, "Parallel", 0.025249
1000, "Built-in", 0.000798
10000, "Sequential", 0.002173
10000, "Parallel", 0.016255
10000, "Built-in", 0.001491
100000, "Sequential", 0.022608
100000, "Parallel", 0.041812
100000, "Built-in", 0.020260
1000000, "Sequential", 0.237183
1000000, "Parallel", 0.181494
1000000, "Built-in", 0.226041
2500000, "Sequential", 0.641345
2500000, "Parallel", 0.697358
2500000, "Built-in", 0.586512
5000000, "Sequential", 1.285603
5000000, "Parallel", 1.097998
5000000, "Built-in", 1.220924
100, "Sequential", 0.000010
100, "Parallel", 0.022218
100, "Built-in", 0.000015
1000, "Sequential", 0.000152
1000, "Parallel", 0.025543
1000, "Built-in", 0.000181
10000, "Sequential", 0.001396
10000, "Parallel", 0.024792
10000, "Built-in", 0.001496
100000, "Sequential", 0.024006
100000, "Parallel", 0.029141
100000, "Built-in", 0.021856
1000000, "Sequential", 0.239642
1000000, "Parallel", 0.211845
1000000, "Built-in", 0.240798
2500000, "Sequential", 0.622692
2500000, "Parallel", 0.479194
2500000, "Built-in", 0.596820
5000000, "Sequential", 1.285447
5000000, "Parallel", 1.532762
5000000, "Built-in", 1.226737
100, "Sequential", 0.000009
100, "Parallel", 0.025106
100, "Built-in", 0.000014
1000, "Sequential", 0.000117
1000, "Parallel", 0.023394
1000, "Built-in", 0.000179
10000, "Sequential", 0.001557
10000, "Parallel", 0.020820
10000, "Built-in", 0.001916
100000, "Sequential", 0.021195
100000, "Parallel", 0.027162
100000, "Built-in", 0.017809
1000000, "Sequential", 0.239941
1000000, "Parallel", 0.222262
1000000, "Built-in", 0.217726
2500000, "Sequential", 0.608317
2500000, "Parallel", 0.581533
2500000, "Built-in", 0.581837
5000000, "Sequential", 1.305339
5000000, "Parallel", 1.136575
5000000, "Built-in", 1.223727
100, "Sequential", 0.000009
100, "Parallel", 0.019708
100, "Built-in", 0.000044
1000, "Sequential", 0.000121
1000, "Parallel", 0.024826
1000, "Built-in", 0.000179
10000, "Sequential", 0.001544
10000, "Parallel", 0.007384
10000, "Built-in", 0.001109
100000, "Sequential", 0.022362
100000, "Parallel", 0.031666
100000, "Built-in", 0.018562
1000000, "Sequential", 0.237777
1000000, "Parallel", 0.236305
1000000, "Built-in", 0.230888
2500000, "Sequential", 0.616412
2500000, "Parallel", 0.587119
2500000, "Built-in", 0.587266
5000000, "Sequential", 1.247334
5000000, "Parallel", 1.319668
5000000, "Built-in", 1.236362
100, "Sequential", 0.000010
100, "Parallel", 0.016765
100, "Built-in", 0.000015
1000, "Sequential", 0.000124
1000, "Parallel", 0.028236
1000, "Built-in", 0.000400
10000, "Sequential", 0.001522
10000, "Parallel", 0.021133
10000, "Built-in", 0.002013
100000, "Sequential", 0.018914
100000, "Parallel", 0.030311
100000, "Built-in", 0.017731
1000000, "Sequential", 0.227767
1000000, "Parallel", 0.226949
1000000, "Built-in", 0.215019
2500000, "Sequential", 0.603777
2500000, "Parallel", 0.647202
2500000, "Built-in", 0.588903
5000000, "Sequential", 1.261842
5000000, "Parallel", 1.731767
5000000, "Built-in", 1.221949
100, "Sequential", 0.000010
100, "Parallel", 0.022545
100, "Built-in", 0.000048
1000, "Sequential", 0.000183
1000, "Parallel", 0.027519
1000, "Built-in", 0.000165
10000, "Sequential", 0.002154
10000, "Parallel", 0.026684
10000, "Built-in", 0.001888
100000, "Sequential", 0.024600
100000, "Parallel", 0.028606
100000, "Built-in", 0.041950
1000000, "Sequential", 0.234201
1000000, "Parallel", 0.200447
1000000, "Built-in", 0.217967
2500000, "Sequential", 0.604793
2500000, "Parallel", 0.628417
2500000, "Built-in", 0.588285
5000000, "Sequential", 1.278899
5000000, "Parallel", 1.170689
5000000, "Built-in", 1.234605
100, "Sequential", 0.000009
100, "Parallel", 0.020137
100, "Built-in", 0.000040
1000, "Sequential", 0.000119
1000, "Parallel", 0.023285
1000, "Built-in", 0.000418
10000, "Sequential", 0.001515
10000, "Parallel", 0.020590
10000, "Built-in", 0.001958
100000, "Sequential", 0.024054
100000, "Parallel", 0.042346
100000, "Built-in", 0.017671
1000000, "Sequential", 0.236794
1000000, "Parallel", 0.227727
1000000, "Built-in", 0.220446
2500000, "Sequential", 0.620233
2500000, "Parallel", 0.629208
2500000, "Built-in", 0.585937
5000000, "Sequential", 1.266864
5000000, "Parallel", 0.987641
5000000, "Built-in", 1.223772
